 Mini_CREATE               SWAT+ Jan 11 2024        MODULAR Rev 2024.61.0                                 
   jday   mon   day    yr   unit  gis_id  name                 sedyld     sedorgn     sedorgp     surqno3     lat3no3    surqsolp        usle     sedminp     tileno3     lchlabp    tilelabp      satexn
                                                                  tha        kgha        kgha        kgha        kgha        kgha        tons        kgha        kgha        kgha        kgha        kgha
   365    12    31  2023       1       0  hru001                 0.005       0.040       0.004       0.237       0.194       0.112       0.000       0.004       0.000       2.409       0.000       0.000
   365    12    31  2023       2       0  hru002                 0.005       0.042       0.004       0.239       0.185       0.118       0.000       0.004       0.000       2.383       0.000       0.000
   365    12    31  2023       3       0  hru003                 0.000       0.000       0.000       0.000       4.826       0.000       0.000       0.000       0.000       1.879       0.000       0.000
   365    12    31  2023       4       0  hru004                 0.000       0.000       0.000       0.000       5.295       0.000       0.000       0.000       0.000       0.564       0.000       0.000
   365    12    31  2023       5       0  hru005                 0.000       0.000       0.000       0.000       4.430       0.000       0.000       0.000       0.000       0.919       0.000       0.000
   365    12    31  2023       6       0  hru006                 0.000       0.000       0.000       0.000       4.921       0.000       0.000       0.000       0.000       0.710       0.000       0.000
   365    12    31  2023       7       0  hru007                 0.000       0.000       0.000       0.000       3.699       0.000       0.000       0.000       0.000       1.240       0.000       0.000
   365    12    31  2023       8       0  hru008                 0.000       0.000       0.000       0.000       5.355       0.000       0.000       0.000       0.000       0.541       0.000       0.000
   365    12    31  2023       9       0  hru009                 0.021       0.219       0.021       0.310       1.009       0.317       0.000       0.017       0.000       4.718       0.000       0.000
   365    12    31  2023      10       0  hru010                 0.000       0.000       0.000       0.000       3.626       0.000       0.000       0.000       0.000       1.272       0.000       0.000
   365    12    31  2023      11       0  hru011                 0.000       0.000       0.000       0.000       3.684       0.000       0.000       0.000       0.000       1.246       0.000       0.000
   365    12    31  2023      12       0  hru012                 0.000       0.000       0.000       0.000       2.231       0.000       0.000       0.000       0.000       1.874       0.000       0.000
   365    12    31  2023      13       0  hru013                 0.000       0.000       0.000       0.000       4.046       0.000       0.000       0.000       0.000       1.087       0.000       0.000
   365    12    31  2023      14       0  hru014                 0.000       0.000       0.000       0.000       3.896       0.000       0.000       0.000       0.000       1.154       0.000       0.000
   365    12    31  2023      15       0  hru015                 0.000       0.000       0.000       0.000       4.493       0.000       0.000       0.000       0.000       0.891       0.000       0.000
