 Mini_CREATE               SWAT+ Jan 11 2024        MODULAR Rev 2024.61.0                                 
        jday         mon         day          yr   name        type   objtyp      typ_no hyd_typ fraction              flo            sed           orgn           sedp            no3           solp           chla            nh3            no2           cbod            dox            san            sil            cla            sag            lag            grv           null
                                                                                                                     m^3/s           tons            kgN            kgP            kgN            kgP             kg            kgN            kgN             kg             kg           tons           tons           tons           tons           tons           tons           degc
         365          12          31        2021 rtu014          ru      aqu           1 rhg   1.000000       1596.226      0.0000000E+00  0.0000000E+00  0.0000000E+00   7.512296      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6528402E-02
         365          12          31        2021 rtu015          ru      ru          240 tot   1.000000       1672.933      1.3270903E-02  0.1732184      6.4105690E-02   6.320376      0.1153598      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.7920233E-03  1.2186300E-03  1.3455505E-03  1.1397958E-02  5.7737157E-03  0.0000000E+00   12405.99    
         365          12          31        2021 rtu015          ru      aqu           1 rhg   1.000000       59935.30      0.0000000E+00  0.0000000E+00  0.0000000E+00   282.0898      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6533304E-02
         365          12          31        2021 rtu017          ru      ru            9 tot   1.000000       295.0769      2.5546106E-07  2.6606886E-06  7.9820675E-06  0.8947214      2.6606886E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5546100E-04  2.5546100E-04  2.5546100E-04  2.5546100E-04  2.5546100E-04  0.0000000E+00   96.30429    
         365          12          31        2021 rtu017          ru      aqu           1 rhg   1.000000       32556.73      0.0000000E+00  0.0000000E+00  0.0000000E+00   94.98826      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.044995    
         365          12          31        2021 rtu021          ru      ru          126 tot   1.000000       9.463121      2.5729540E-07  1.9032912E-07  5.7098737E-07  2.3878509E-02  1.9032912E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5729538E-04  2.5729538E-04  2.5729538E-04  2.5729538E-04  2.5729538E-04  0.0000000E+00   46016.98    
         365          12          31        2021 rtu021          ru      aqu           1 rhg   1.000000       2409.328      0.0000000E+00  0.0000000E+00  0.0000000E+00   6.924384      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.270533    
         365          12          31        2021 rtu022          ru      ru          126 tot   1.000000       9.188105      2.5501092E-07  2.0555157E-07  6.1665469E-07  2.3463173E-02  2.0555157E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5501088E-04  2.5501088E-04  2.5501088E-04  2.5501088E-04  2.5501088E-04  0.0000000E+00   50304.54    
         365          12          31        2021 rtu022          ru      aqu           1 rhg   1.000000       2626.489      0.0000000E+00  0.0000000E+00  0.0000000E+00   7.548184      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.247903    
         365          12          31        2021 rtu023          ru      ru           88 tot   1.000000       44.48166      2.5317061E-07  5.5079551E-07  1.6523866E-06  0.7562317      5.5079551E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5317064E-04  2.5317064E-04  2.5317064E-04  2.5317064E-04  2.5317064E-04  0.0000000E+00   8029.341    
         365          12          31        2021 rtu023          ru      aqu           1 rhg   1.000000       6953.359      0.0000000E+00  0.0000000E+00  0.0000000E+00   133.7849      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8375836E-02
         365          12          31        2021 rtu024          ru      ru           83 tot  0.5116300       76.38671      9.9041912E-08  8.9490027E-07  2.6847015E-06   1.298159      8.9490027E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.9041899E-05  9.9041899E-05  9.9041899E-05  9.9041899E-05  9.9041899E-05  0.0000000E+00   504.8578    
         365          12          31        2021 rtu024          ru      ru           88 tot  0.4883700       72.91398      9.4539203E-08  8.5421607E-07  2.5626475E-06   1.239142      8.5421607E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.4539253E-05  9.4539253E-05  9.4539253E-05  9.4539253E-05  9.4539253E-05  0.0000000E+00   521.2861    
         365          12          31        2021 rtu024          ru      aqu           1 rhg   1.000000       28913.77      0.0000000E+00  0.0000000E+00  0.0000000E+00   556.3027      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8373331E-02
         365          12          31        2021 rtu025          ru      ru           89 tot   1.000000       26.83059      2.8664587E-07  2.8687799E-07  8.6063426E-07  7.1115158E-02  2.8687799E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.8664581E-04  2.8664581E-04  2.8664581E-04  2.8664581E-04  2.8664581E-04  0.0000000E+00   2411.812    
         365          12          31        2021 rtu025          ru      aqu           1 rhg   1.000000       3245.769      0.0000000E+00  0.0000000E+00  0.0000000E+00   9.331268      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.199563    
         365          12          31        2021 rtu027          ru      sdc           5 tot  0.4579900       60.64965      3.6834808E-05  2.8942345E-04  1.3648956E-04  0.1866720      6.6340724E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4685778E-04  9.5533200E-05  9.5665724E-05  1.0152373E-04  1.0145191E-04  0.0000000E+00   25.83605    
         365          12          31        2021 rtu027          ru      ru           84 tot  0.5420100       71.77607      4.3592314E-05  3.4251926E-04  1.6152918E-04  0.2209177      7.8511173E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7379937E-04  1.1305912E-04  1.1321595E-04  1.2014864E-04  1.2006364E-04  0.0000000E+00   24.80111    
         365          12          31        2021 rtu027          ru      aqu           1 rhg   1.000000       54003.52      0.0000000E+00  0.0000000E+00  0.0000000E+00   157.1001      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.005363    
         365          12          31        2021 rtu028          ru      ru          203 tot   1.000000       152.4296      2.7743161E-07  1.4695673E-06  4.4087014E-06  0.4504746      1.4695673E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7743171E-04  2.7743171E-04  2.7743171E-04  2.7743171E-04  2.7743171E-04  0.0000000E+00   41.54317    
         365          12          31        2021 rtu028          ru      aqu           1 rhg   1.000000       17166.68      0.0000000E+00  0.0000000E+00  0.0000000E+00   49.35983      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.037326    
         365          12          31        2021 rtu030          ru      ru          100 tot   1.000000       1129.817      2.1218779E-02  0.1428075      5.7370842E-02   1.950583      0.1375203      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9370902E-02  5.7618308E-04  6.3831813E-04  4.0673874E-03  3.8810594E-03  0.0000000E+00   1.240217    
         365          12          31        2021 rtu030          ru      aqu           1 rhg   1.000000       360.2242      0.0000000E+00  0.0000000E+00  0.0000000E+00   2.100623      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.248141    
         365          12          31        2021 rtu032          ru      ru           40 tot  0.4483300       1272.929      5.7301961E-02  0.3072665      0.1435999       1.518045      0.2312365      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.6589181E-02  1.3909434E-03  1.4735976E-03  1.3675393E-02  1.2797712E-02  0.0000000E+00   1.056372    
         365          12          31        2021 rtu032          ru      ru          260 tot  0.5516700       1566.339      7.0510045E-02  0.3780914      0.1766997       1.867954      0.2845365      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.7327989E-02  1.7115565E-03  1.8132619E-03  1.6827572E-02  1.5747581E-02  0.0000000E+00   1.052501    
         365          12          31        2021 rtu032          ru      aqu           1 rhg   1.000000       1376.331      0.0000000E+00  0.0000000E+00  0.0000000E+00   21.45802      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.339293    
         365          12          31        2021 rtu033          ru      ru           82 tot   1.000000       7.543583      2.7272546E-07  1.0715382E-07  3.2146153E-07  1.7232139E-02  1.0715382E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7272559E-04  2.7272559E-04  2.7272559E-04  2.7272559E-04  2.7272559E-04  0.0000000E+00   59910.59    
         365          12          31        2021 rtu033          ru      aqu           1 rhg   1.000000       1248.960      0.0000000E+00  0.0000000E+00  0.0000000E+00   3.645739      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.479193    
         365          12          31        2021 rtu034          ru      ru           41 tot   1.000000       189.6566      5.7804682E-03  2.9572831E-02  1.3100915E-02  8.4188737E-02  3.5404477E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.0784927E-03  3.5325001E-04  3.6900159E-04  1.2320622E-03  1.1852392E-03  0.0000000E+00   1.459738    
         365          12          31        2021 rtu034          ru      aqu           1 rhg   1.000000       1819.135      0.0000000E+00  0.0000000E+00  0.0000000E+00   2.196137      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.150023    
         365          12          31        2021 rtu035          ru      ru          171 tot   1.000000       301.1945      1.2947933E-02  4.9723737E-02  2.7026918E-02  0.1294686      5.5657431E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2488708E-02  4.0384647E-04  4.3783328E-04  1.8392542E-03  1.8223026E-03  0.0000000E+00   1.231919    
         365          12          31        2021 rtu035          ru      aqu           1 rhg   1.000000       3118.633      0.0000000E+00  0.0000000E+00  0.0000000E+00   2.764103      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.088089    
         365          12          31        2021 rtu036          ru      ru           82 tot  0.4575200       136.8433      9.2783943E-04  3.5063296E-03  1.9070822E-03  5.5590402E-02  2.7102841E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.9031662E-04  1.4308117E-04  1.4532084E-04  2.4211603E-04  2.4094046E-04  0.0000000E+00   1.299709    
         365          12          31        2021 rtu036          ru      ru           93 tot  0.5424800       162.2548      1.1001362E-03  4.1574426E-03  2.2612214E-03  6.5913372E-02  3.2135747E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1742152E-03  1.6965096E-04  1.7230649E-04  2.8707625E-04  2.8568238E-04  0.0000000E+00   1.277109    
         365          12          31        2021 rtu036          ru      aqu           1 rhg   1.000000       3325.942      0.0000000E+00  0.0000000E+00  0.0000000E+00   2.948686      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.082534    
         365          12          31        2021 rtu037          ru      ru           92 tot  0.3382400       50.36185      1.1061754E-03  5.4939264E-03  2.4284795E-03  2.0822182E-02  9.2853401E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.8460633E-04  1.0617522E-04  1.0910264E-04  2.6952245E-04  2.6081916E-04  0.0000000E+00   1.950434    
         365          12          31        2021 rtu037          ru      ru          223 tot  0.6617600       98.53196      2.1642109E-03  1.0748761E-02  4.7512734E-03  4.0738206E-02  1.8166589E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9263629E-03  2.0772975E-04  2.1345718E-04  5.2731537E-04  5.1028782E-04  0.0000000E+00   1.702432    
         365          12          31        2021 rtu037          ru      aqu           1 rhg   1.000000       1458.629      0.0000000E+00  0.0000000E+00  0.0000000E+00   2.308341      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.194556    
         365          12          31        2021 rtu038          ru      sdc           1 tot  0.5590100       111.8017      2.2461608E-03  8.4034838E-03  4.5675249E-03  4.4499710E-02  2.0285046E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2136688E-03  1.7716418E-04  1.8274462E-04  4.1886474E-04  4.1600849E-04  0.0000000E+00   1.458089    
         365          12          31        2021 rtu038          ru      ru          221 tot  0.4409900       88.19781      1.7719434E-03  6.6293119E-03  3.6032142E-03  3.5104781E-02  1.6002400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7463120E-03  1.3976071E-04  1.4416302E-04  3.3043261E-04  3.2817948E-04  0.0000000E+00   1.509966    
         365          12          31        2021 rtu038          ru      aqu           1 rhg   1.000000       2141.125      0.0000000E+00  0.0000000E+00  0.0000000E+00   1.897919      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.128470    
         365          12          31        2021 rtu039          ru      ru           96 tot   1.000000       324.2279      1.6840788E-02  6.4794593E-02  3.5226204E-02  0.1417859      5.9756462E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6201159E-02  4.4027172E-04  4.8471018E-04  2.3126579E-03  2.2905478E-03  0.0000000E+00   1.214406    
         365          12          31        2021 rtu039          ru      aqu           1 rhg   1.000000       3319.250      0.0000000E+00  0.0000000E+00  0.0000000E+00   2.941431      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.082771    
         365          12          31        2021 rtu042          ru      ru           92 tot  0.4474700       841.2712      2.7750449E-02  0.1498930      6.6012613E-02  0.3173689      0.1852927      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4636896E-02  5.2989472E-04  6.0970918E-04  5.0079520E-03  4.7690030E-03  0.0000000E+00   1.041061    
         365          12          31        2021 rtu042          ru      ru          116 tot  0.5525300       1038.791      3.4265883E-02  0.1850859      8.1511490E-02  0.3918829      0.2287970      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0421315E-02  6.5430690E-04  7.5286080E-04  6.1837537E-03  5.8887019E-03  0.0000000E+00   1.037401    
         365          12          31        2021 rtu042          ru      aqu           1 rhg   1.000000       5713.687      0.0000000E+00  0.0000000E+00  0.0000000E+00   10.55959      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.046635    
         365          12          31        2021 rtu045          ru      ru           73 tot   1.000000       3217.254      1.5012507E-04  1.8411808E-07  5.5235444E-07   5.227872      0.7757522      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0978592E-04  3.0978592E-04  3.0978592E-04  3.0978592E-04  3.0978592E-04  0.0000000E+00   1.051095    
         365          12          31        2021 rtu045          ru      aqu           1 rhg   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
