FID,Shape *,id,type,y_1991,y_1992,y_1993,y_1994,y_1995,y_1996,y_1997,y_1998,y_1999,y_2000,y_2001,y_2002,y_2003,y_2004,y_2005,y_2006,y_2007,y_2008,y_2009,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021,y_2022,y_2023,y_2024,y_2025,drainage
156,Polygon,157,agrl1345,canp,wwht,pota,rye,csil,canp,wwht,pota,rye,csil,canp,wwht,pota,rye,csil,canp,wwht,pota,rye,csil,canp,wwht,pota,rye,csil,canp,wwht,pota,rye,csil,canp,wwht,pota,rye,csil,0
157,Polygon,158,agrl1360,canp,wwht,pota,wwht,trit,canp,wwht,pota,wwht,trit,canp,wwht,pota,wwht,trit,canp,wwht,pota,wwht,trit,canp,wwht,pota,wwht,trit,canp,wwht,pota,wwht,trit,canp,wwht,pota,wwht,trit,0
158,Polygon,159,agrl1393,canp,wwht,wwht,oats,oats,canp,wwht,wwht,oats,oats,canp,wwht,wwht,oats,oats,canp,wwht,wwht,oats,oats,canp,wwht,wwht,oats,oats,canp,wwht,wwht,oats,oats,canp,wwht,wwht,oats,oats,0
159,Polygon,160,agrl1409,csil,berm,oats,buck,pota,csil,berm,oats,buck,pota,csil,berm,oats,buck,pota,csil,berm,oats,buck,pota,csil,berm,oats,buck,pota,csil,berm,oats,buck,pota,csil,berm,oats,buck,pota,0
160,Polygon,161,agrl1494,csil,csil,csil,csil,trit,csil,csil,csil,csil,trit,csil,csil,csil,csil,trit,csil,csil,csil,csil,trit,csil,csil,csil,csil,trit,csil,csil,csil,csil,trit,csil,csil,csil,csil,trit,0
161,Polygon,162,agrl1594,fes2,canp,wwht,pota,wwht,fes2,canp,wwht,pota,wwht,fes2,canp,wwht,pota,wwht,fes2,canp,wwht,pota,wwht,fes2,canp,wwht,pota,wwht,fes2,canp,wwht,pota,wwht,fes2,canp,wwht,pota,wwht,0
162,Polygon,163,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
163,Polygon,164,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
164,Polygon,165,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
165,Polygon,166,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
166,Polygon,167,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
167,Polygon,168,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
168,Polygon,169,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
169,Polygon,170,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
170,Polygon,171,agrl1753,fes2,fes2,fes2,fes2,oats,fes2,fes2,fes2,fes2,oats,fes2,fes2,fes2,fes2,oats,fes2,fes2,fes2,fes2,oats,fes2,fes2,fes2,fes2,oats,fes2,fes2,fes2,fes2,oats,fes2,fes2,fes2,fes2,oats,0
171,Polygon,172,agrl1756,fes2,fes2,fes2,fes2,trit,fes2,fes2,fes2,fes2,trit,fes2,fes2,fes2,fes2,trit,fes2,fes2,fes2,fes2,trit,fes2,fes2,fes2,fes2,trit,fes2,fes2,fes2,fes2,trit,fes2,fes2,fes2,fes2,trit,0
172,Polygon,173,agrl1811,fes2,fes2,fes2,oats,fes2,fes2,fes2,fes2,oats,fes2,fes2,fes2,fes2,oats,fes2,fes2,fes2,fes2,oats,fes2,fes2,fes2,fes2,oats,fes2,fes2,fes2,fes2,oats,fes2,fes2,fes2,fes2,oats,fes2,0
173,Polygon,174,agrl1839,fes2,fes2,oats,oats,berm,fes2,fes2,oats,oats,berm,fes2,fes2,oats,oats,berm,fes2,fes2,oats,oats,berm,fes2,fes2,oats,oats,berm,fes2,fes2,oats,oats,berm,fes2,fes2,oats,oats,berm,0
174,Polygon,175,agrl1906,fes2,trit,canp,trit,pota,fes2,trit,canp,trit,pota,fes2,trit,canp,trit,pota,fes2,trit,canp,trit,pota,fes2,trit,canp,trit,pota,fes2,trit,canp,trit,pota,fes2,trit,canp,trit,pota,0
175,Polygon,176,agrl1912,fes2,trit,fpea,pota,wwht,fes2,trit,fpea,pota,wwht,fes2,trit,fpea,pota,wwht,fes2,trit,fpea,pota,wwht,fes2,trit,fpea,pota,wwht,fes2,trit,fpea,pota,wwht,fes2,trit,fpea,pota,wwht,0
176,Polygon,177,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
177,Polygon,178,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
178,Polygon,179,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
179,Polygon,180,agrl2007,fpea,alfa,fes2,oats,fpea,fpea,alfa,fes2,oats,fpea,fpea,alfa,fes2,oats,fpea,fpea,alfa,fes2,oats,fpea,fpea,alfa,fes2,oats,fpea,fpea,alfa,fes2,oats,fpea,fpea,alfa,fes2,oats,fpea,0
180,Polygon,181,agrl2015,fpea,barl,canp,trit,pota,fpea,barl,canp,trit,pota,fpea,barl,canp,trit,pota,fpea,barl,canp,trit,pota,fpea,barl,canp,trit,pota,fpea,barl,canp,trit,pota,fpea,barl,canp,trit,pota,0
181,Polygon,182,agrl2016,fpea,barl,canp,trit,pota,fpea,barl,canp,trit,pota,fpea,barl,canp,trit,pota,fpea,barl,canp,trit,pota,fpea,barl,canp,trit,pota,fpea,barl,canp,trit,pota,fpea,barl,canp,trit,pota,0
182,Polygon,183,agrl2017,fpea,barl,canp,trit,trit,fpea,barl,canp,trit,trit,fpea,barl,canp,trit,trit,fpea,barl,canp,trit,trit,fpea,barl,canp,trit,trit,fpea,barl,canp,trit,trit,fpea,barl,canp,trit,trit,0
183,Polygon,184,agrl2026,fpea,canp,trit,alfa,canp,fpea,canp,trit,alfa,canp,fpea,canp,trit,alfa,canp,fpea,canp,trit,alfa,canp,fpea,canp,trit,alfa,canp,fpea,canp,trit,alfa,canp,fpea,canp,trit,alfa,canp,0
184,Polygon,185,agrl2027,fpea,canp,trit,barl,canp,fpea,canp,trit,barl,canp,fpea,canp,trit,barl,canp,fpea,canp,trit,barl,canp,fpea,canp,trit,barl,canp,fpea,canp,trit,barl,canp,fpea,canp,trit,barl,canp,0
185,Polygon,186,agrl2124,oats,alfa,oats,buck,alfa,oats,alfa,oats,buck,alfa,oats,alfa,oats,buck,alfa,oats,alfa,oats,buck,alfa,oats,alfa,oats,buck,alfa,oats,alfa,oats,buck,alfa,oats,alfa,oats,buck,alfa,0
186,Polygon,187,agrl2128,oats,alfa,oats,oats,alfa,oats,alfa,oats,oats,alfa,oats,alfa,oats,oats,alfa,oats,alfa,oats,oats,alfa,oats,alfa,oats,oats,alfa,oats,alfa,oats,oats,alfa,oats,alfa,oats,oats,alfa,0
187,Polygon,188,agrl2159,oats,barl,alfa,barl,barl,oats,barl,alfa,barl,barl,oats,barl,alfa,barl,barl,oats,barl,alfa,barl,barl,oats,barl,alfa,barl,barl,oats,barl,alfa,barl,barl,oats,barl,alfa,barl,barl,0
188,Polygon,189,agrl2178,oats,barl,buck,barl,oats,oats,barl,buck,barl,oats,oats,barl,buck,barl,oats,oats,barl,buck,barl,oats,oats,barl,buck,barl,oats,oats,barl,buck,barl,oats,oats,barl,buck,barl,oats,0
189,Polygon,190,agrl2248,oats,berm,buck,rye,berm,oats,berm,buck,rye,berm,oats,berm,buck,rye,berm,oats,berm,buck,rye,berm,oats,berm,buck,rye,berm,oats,berm,buck,rye,berm,oats,berm,buck,rye,berm,0
190,Polygon,191,agrl2272,oats,canp,alfa,alfa,canp,oats,canp,alfa,alfa,canp,oats,canp,alfa,alfa,canp,oats,canp,alfa,alfa,canp,oats,canp,alfa,alfa,canp,oats,canp,alfa,alfa,canp,oats,canp,alfa,alfa,canp,0
191,Polygon,192,agrl2284,oats,canp,wwht,alfa,canp,oats,canp,wwht,alfa,canp,oats,canp,wwht,alfa,canp,oats,canp,wwht,alfa,canp,oats,canp,wwht,alfa,canp,oats,canp,wwht,alfa,canp,oats,canp,wwht,alfa,canp,0
192,Polygon,193,agrl2316,oats,fes2,fes2,oats,oats,oats,fes2,fes2,oats,oats,oats,fes2,fes2,oats,oats,oats,fes2,fes2,oats,oats,oats,fes2,fes2,oats,oats,oats,fes2,fes2,oats,oats,oats,fes2,fes2,oats,oats,0
193,Polygon,194,agrl2343,oats,oats,alfa,oats,alfa,oats,oats,alfa,oats,alfa,oats,oats,alfa,oats,alfa,oats,oats,alfa,oats,alfa,oats,oats,alfa,oats,alfa,oats,oats,alfa,oats,alfa,oats,oats,alfa,oats,alfa,0
194,Polygon,195,agrl2440,oats,oats,oats,barl,oats,oats,oats,oats,barl,oats,oats,oats,oats,barl,oats,oats,oats,oats,barl,oats,oats,oats,oats,barl,oats,oats,oats,oats,barl,oats,oats,oats,oats,barl,oats,0
195,Polygon,196,agrl2472,oats,oats,oats,oats,barl,oats,oats,oats,oats,barl,oats,oats,oats,oats,barl,oats,oats,oats,oats,barl,oats,oats,oats,oats,barl,oats,oats,oats,oats,barl,oats,oats,oats,oats,barl,0
196,Polygon,197,agrl2588,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,oats,0
197,Polygon,198,agrl2622,oats,oats,oats,oats,trit,oats,oats,oats,oats,trit,oats,oats,oats,oats,trit,oats,oats,oats,oats,trit,oats,oats,oats,oats,trit,oats,oats,oats,oats,trit,oats,oats,oats,oats,trit,0
198,Polygon,199,agrl2694,oats,oats,oats,wwht,oats,oats,oats,oats,wwht,oats,oats,oats,oats,wwht,oats,oats,oats,oats,wwht,oats,oats,oats,oats,wwht,oats,oats,oats,oats,wwht,oats,oats,oats,oats,wwht,oats,0
199,Polygon,200,agrl2695,oats,oats,oats,wwht,oats,oats,oats,oats,wwht,oats,oats,oats,oats,wwht,oats,oats,oats,oats,wwht,oats,oats,oats,oats,wwht,oats,oats,oats,oats,wwht,oats,oats,oats,oats,wwht,oats,0
200,Polygon,201,agrl2871,oats,rye,barl,pota,trit,oats,rye,barl,pota,trit,oats,rye,barl,pota,trit,oats,rye,barl,pota,trit,oats,rye,barl,pota,trit,oats,rye,barl,pota,trit,oats,rye,barl,pota,trit,0
201,Polygon,202,agrl2891,oats,rye,oats,alfa,rye,oats,rye,oats,alfa,rye,oats,rye,oats,alfa,rye,oats,rye,oats,alfa,rye,oats,rye,oats,alfa,rye,oats,rye,oats,alfa,rye,oats,rye,oats,alfa,rye,0
202,Polygon,203,agrl2894,oats,rye,oats,barl,canp,oats,rye,oats,barl,canp,oats,rye,oats,barl,canp,oats,rye,oats,barl,canp,oats,rye,oats,barl,canp,oats,rye,oats,barl,canp,oats,rye,oats,barl,canp,0
203,Polygon,204,agrl2960,oats,rye,oats,rye,oats,oats,rye,oats,rye,oats,oats,rye,oats,rye,oats,oats,rye,oats,rye,oats,oats,rye,oats,rye,oats,oats,rye,oats,rye,oats,oats,rye,oats,rye,oats,0
204,Polygon,205,agrl3198,wwht,wwht,wwht,alfa,fes2,wwht,wwht,wwht,alfa,fes2,wwht,wwht,wwht,alfa,fes2,wwht,wwht,wwht,alfa,fes2,wwht,wwht,wwht,alfa,fes2,wwht,wwht,wwht,alfa,fes2,wwht,wwht,wwht,alfa,fes2,0
205,Polygon,206,agrl3199,wwht,wwht,wwht,alfa,fes2,wwht,wwht,wwht,alfa,fes2,wwht,wwht,wwht,alfa,fes2,wwht,wwht,wwht,alfa,fes2,wwht,wwht,wwht,alfa,fes2,wwht,wwht,wwht,alfa,fes2,wwht,wwht,wwht,alfa,fes2,0
206,Polygon,207,agrl3438,pota,wwht,fpea,wwht,trit,pota,wwht,fpea,wwht,trit,pota,wwht,fpea,wwht,trit,pota,wwht,fpea,wwht,trit,pota,wwht,fpea,wwht,trit,pota,wwht,fpea,wwht,trit,pota,wwht,fpea,wwht,trit,0
207,Polygon,208,agrl3462,rye,alfa,buck,rye,buck,rye,alfa,buck,rye,buck,rye,alfa,buck,rye,buck,rye,alfa,buck,rye,buck,rye,alfa,buck,rye,buck,rye,alfa,buck,rye,buck,rye,alfa,buck,rye,buck,0
208,Polygon,209,agrl3476,rye,alfa,oats,rye,alfa,rye,alfa,oats,rye,alfa,rye,alfa,oats,rye,alfa,rye,alfa,oats,rye,alfa,rye,alfa,oats,rye,alfa,rye,alfa,oats,rye,alfa,rye,alfa,oats,rye,alfa,0
209,Polygon,210,agrl3529,rye,barl,oats,alfa,rye,rye,barl,oats,alfa,rye,rye,barl,oats,alfa,rye,rye,barl,oats,alfa,rye,rye,barl,oats,alfa,rye,rye,barl,oats,alfa,rye,rye,barl,oats,alfa,rye,0
210,Polygon,211,agrl3627,rye,oats,barl,oats,barl,rye,oats,barl,oats,barl,rye,oats,barl,oats,barl,rye,oats,barl,oats,barl,rye,oats,barl,oats,barl,rye,oats,barl,oats,barl,rye,oats,barl,oats,barl,0
211,Polygon,212,agrl3649,rye,oats,oats,oats,berm,rye,oats,oats,oats,berm,rye,oats,oats,oats,berm,rye,oats,oats,oats,berm,rye,oats,oats,oats,berm,rye,oats,oats,oats,berm,rye,oats,oats,oats,berm,0
212,Polygon,213,agrl3694,rye,oats,oats,wwht,trit,rye,oats,oats,wwht,trit,rye,oats,oats,wwht,trit,rye,oats,oats,wwht,trit,rye,oats,oats,wwht,trit,rye,oats,oats,wwht,trit,rye,oats,oats,wwht,trit,0
213,Polygon,214,agrl3713,rye,oats,rye,buck,rye,rye,oats,rye,buck,rye,rye,oats,rye,buck,rye,rye,oats,rye,buck,rye,rye,oats,rye,buck,rye,rye,oats,rye,buck,rye,rye,oats,rye,buck,rye,0
214,Polygon,215,agrl3714,rye,oats,rye,buck,rye,rye,oats,rye,buck,rye,rye,oats,rye,buck,rye,rye,oats,rye,buck,rye,rye,oats,rye,buck,rye,rye,oats,rye,buck,rye,rye,oats,rye,buck,rye,0
215,Polygon,216,agrl3824,rye,rye,csil,oats,barl,rye,rye,csil,oats,barl,rye,rye,csil,oats,barl,rye,rye,csil,oats,barl,rye,rye,csil,oats,barl,rye,rye,csil,oats,barl,rye,rye,csil,oats,barl,0
216,Polygon,217,agrl3851,rye,rye,oats,rye,oats,rye,rye,oats,rye,oats,rye,rye,oats,rye,oats,rye,rye,oats,rye,oats,rye,rye,oats,rye,oats,rye,rye,oats,rye,oats,rye,rye,oats,rye,oats,0
217,Polygon,218,agrl3972,rye,trit,rye,oats,fpea,rye,trit,rye,oats,fpea,rye,trit,rye,oats,fpea,rye,trit,rye,oats,fpea,rye,trit,rye,oats,fpea,rye,trit,rye,oats,fpea,rye,trit,rye,oats,fpea,0
218,Polygon,219,agrl4024,trit,alfa,rye,oats,barl,trit,alfa,rye,oats,barl,trit,alfa,rye,oats,barl,trit,alfa,rye,oats,barl,trit,alfa,rye,oats,barl,trit,alfa,rye,oats,barl,trit,alfa,rye,oats,barl,0
219,Polygon,220,agrl4061,trit,barl,wwht,fpea,wwht,trit,barl,wwht,fpea,wwht,trit,barl,wwht,fpea,wwht,trit,barl,wwht,fpea,wwht,trit,barl,wwht,fpea,wwht,trit,barl,wwht,fpea,wwht,trit,barl,wwht,fpea,wwht,0
220,Polygon,221,agrl4168,trit,fes2,fes2,trit,canp,trit,fes2,fes2,trit,canp,trit,fes2,fes2,trit,canp,trit,fes2,fes2,trit,canp,trit,fes2,fes2,trit,canp,trit,fes2,fes2,trit,canp,trit,fes2,fes2,trit,canp,0
221,Polygon,222,agrl4171,trit,fpea,canp,barl,fpea,trit,fpea,canp,barl,fpea,trit,fpea,canp,barl,fpea,trit,fpea,canp,barl,fpea,trit,fpea,canp,barl,fpea,trit,fpea,canp,barl,fpea,trit,fpea,canp,barl,fpea,0
222,Polygon,223,agrl4187,trit,oats,buck,pota,pota,trit,oats,buck,pota,pota,trit,oats,buck,pota,pota,trit,oats,buck,pota,pota,trit,oats,buck,pota,pota,trit,oats,buck,pota,pota,trit,oats,buck,pota,pota,0
223,Polygon,224,agrl4192,trit,oats,canp,trit,pota,trit,oats,canp,trit,pota,trit,oats,canp,trit,pota,trit,oats,canp,trit,pota,trit,oats,canp,trit,pota,trit,oats,canp,trit,pota,trit,oats,canp,trit,pota,0
224,Polygon,225,agrl4307,trit,rye,csil,barl,trit,trit,rye,csil,barl,trit,trit,rye,csil,barl,trit,trit,rye,csil,barl,trit,trit,rye,csil,barl,trit,trit,rye,csil,barl,trit,trit,rye,csil,barl,trit,0
225,Polygon,226,agrl4308,trit,rye,csil,barl,trit,trit,rye,csil,barl,trit,trit,rye,csil,barl,trit,trit,rye,csil,barl,trit,trit,rye,csil,barl,trit,trit,rye,csil,barl,trit,trit,rye,csil,barl,trit,0
226,Polygon,227,agrl4313,trit,rye,oats,buck,rye,trit,rye,oats,buck,rye,trit,rye,oats,buck,rye,trit,rye,oats,buck,rye,trit,rye,oats,buck,rye,trit,rye,oats,buck,rye,trit,rye,oats,buck,rye,0
227,Polygon,228,agrl4367,trit,trit,canp,trit,pota,trit,trit,canp,trit,pota,trit,trit,canp,trit,pota,trit,trit,canp,trit,pota,trit,trit,canp,trit,pota,trit,trit,canp,trit,pota,trit,trit,canp,trit,pota,0
228,Polygon,229,agrl4418,trit,trit,trit,pota,barl,trit,trit,trit,pota,barl,trit,trit,trit,pota,barl,trit,trit,trit,pota,barl,trit,trit,trit,pota,barl,trit,trit,trit,pota,barl,trit,trit,trit,pota,barl,0
229,Polygon,230,agrl4445,trit,trit,trit,wwht,canp,trit,trit,trit,wwht,canp,trit,trit,trit,wwht,canp,trit,trit,trit,wwht,canp,trit,trit,trit,wwht,canp,trit,trit,trit,wwht,canp,trit,trit,trit,wwht,canp,0
230,Polygon,231,agrl4494,wwht,barl,canp,oats,pota,wwht,barl,canp,oats,pota,wwht,barl,canp,oats,pota,wwht,barl,canp,oats,pota,wwht,barl,canp,oats,pota,wwht,barl,canp,oats,pota,wwht,barl,canp,oats,pota,0
231,Polygon,232,agrl4531,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,0
232,Polygon,233,agrl4532,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,0
233,Polygon,234,agrl4539,wwht,canp,pota,pota,fpea,wwht,canp,pota,pota,fpea,wwht,canp,pota,pota,fpea,wwht,canp,pota,pota,fpea,wwht,canp,pota,pota,fpea,wwht,canp,pota,pota,fpea,wwht,canp,pota,pota,fpea,0
234,Polygon,235,agrl4549,wwht,canp,rye,oats,oats,wwht,canp,rye,oats,oats,wwht,canp,rye,oats,oats,wwht,canp,rye,oats,oats,wwht,canp,rye,oats,oats,wwht,canp,rye,oats,oats,wwht,canp,rye,oats,oats,0
235,Polygon,236,agrl4553,wwht,canp,rye,rye,trit,wwht,canp,rye,rye,trit,wwht,canp,rye,rye,trit,wwht,canp,rye,rye,trit,wwht,canp,rye,rye,trit,wwht,canp,rye,rye,trit,wwht,canp,rye,rye,trit,0
236,Polygon,237,agrl4566,wwht,canp,trit,trit,pota,wwht,canp,trit,trit,pota,wwht,canp,trit,trit,pota,wwht,canp,trit,trit,pota,wwht,canp,trit,trit,pota,wwht,canp,trit,trit,pota,wwht,canp,trit,trit,pota,0
237,Polygon,238,agrl4749,wwht,trit,fpea,canp,wwht,wwht,trit,fpea,canp,wwht,wwht,trit,fpea,canp,wwht,wwht,trit,fpea,canp,wwht,wwht,trit,fpea,canp,wwht,wwht,trit,fpea,canp,wwht,wwht,trit,fpea,canp,wwht,0
238,Polygon,239,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
239,Polygon,240,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
240,Polygon,241,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
241,Polygon,242,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
242,Polygon,243,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
243,Polygon,244,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
244,Polygon,245,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
245,Polygon,246,urhd, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
246,Polygon,247,agrl4811,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,0
247,Polygon,248,agrl4815,pota,barl,fpea,oats,wwht,pota,barl,fpea,oats,wwht,pota,barl,fpea,oats,wwht,pota,barl,fpea,oats,wwht,pota,barl,fpea,oats,wwht,pota,barl,fpea,oats,wwht,pota,barl,fpea,oats,wwht,0
248,Polygon,249,agrl4816,pota,barl,fpea,oats,wwht,pota,barl,fpea,oats,wwht,pota,barl,fpea,oats,wwht,pota,barl,fpea,oats,wwht,pota,barl,fpea,oats,wwht,pota,barl,fpea,oats,wwht,pota,barl,fpea,oats,wwht,0
249,Polygon,250,agrl4826,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,0
250,Polygon,251,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
251,Polygon,252,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
252,Polygon,253,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
253,Polygon,254,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
254,Polygon,255,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
255,Polygon,256,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
256,Polygon,257,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
257,Polygon,258,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
258,Polygon,259,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
259,Polygon,260,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
260,Polygon,261,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
261,Polygon,262,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
262,Polygon,263,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
263,Polygon,264,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
264,Polygon,265,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
265,Polygon,266,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
266,Polygon,267,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
267,Polygon,268,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
268,Polygon,269,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
269,Polygon,270,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
270,Polygon,271,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
271,Polygon,272,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
272,Polygon,273,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
273,Polygon,274,agrl4849,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,0
274,Polygon,275,agrl4850,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,0
275,Polygon,276,agrl4862,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,0
276,Polygon,277,agrl4865,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,0
277,Polygon,278,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
278,Polygon,279,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
279,Polygon,280,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
280,Polygon,281,urld, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
281,Polygon,282,urld, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
282,Polygon,283,wehb, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9
283,Polygon,284,wehb, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
284,Polygon,285,wetf, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9
285,Polygon,286,wetf, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9
286,Polygon,287,wetf, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32
287,Polygon,288,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
288,Polygon,289,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
289,Polygon,290,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
290,Polygon,291,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
291,Polygon,292,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
292,Polygon,293,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8
293,Polygon,294,agrl4888_drn,alfa,alfa,alfa,fpea,alfa,alfa,alfa,alfa,fpea,alfa,alfa,alfa,alfa,fpea,alfa,alfa,alfa,alfa,fpea,alfa,alfa,alfa,alfa,fpea,alfa,alfa,alfa,alfa,fpea,alfa,alfa,alfa,alfa,fpea,alfa,9
294,Polygon,295,agrl4938_drn,alfa,rye,barl,canp,fpea,alfa,rye,barl,canp,fpea,alfa,rye,barl,canp,fpea,alfa,rye,barl,canp,fpea,alfa,rye,barl,canp,fpea,alfa,rye,barl,canp,fpea,alfa,rye,barl,canp,fpea,9
295,Polygon,296,agrl5027_drn,berm,fes2,fes2,fes2,fes2,berm,fes2,fes2,fes2,fes2,berm,fes2,fes2,fes2,fes2,berm,fes2,fes2,fes2,fes2,berm,fes2,fes2,fes2,fes2,berm,fes2,fes2,fes2,fes2,berm,fes2,fes2,fes2,fes2,46
