 Mini_CREATE               SWAT+ Jan 11 2024        MODULAR Rev 2024.61.0                                 
        jday         mon         day          yr   name        type   objtyp      typ_no hyd_typ fraction              flo            sed           orgn           sedp            no3           solp           chla            nh3            no2           cbod            dox            san            sil            cla            sag            lag            grv           null
                                                                                                                     m^3/s           tons            kgN            kgP            kgN            kgP             kg            kgN            kgN             kg             kg           tons           tons           tons           tons           tons           tons           degc
         365          12          31        2021 rtu001          ru      ru           75 tot   1.000000       2911.247      3.2029144E-02  0.2622110      0.1074425       1.384689      0.7716198      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.3425312E-02  1.1464324E-03  1.2053797E-03  9.9178571E-03  9.2910435E-03  0.0000000E+00   3.169901    
         365          12          31        2021 rtu001          ru      aqu           1 rhg   1.000000       2246.137      0.0000000E+00  0.0000000E+00  0.0000000E+00   43.66141      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.163170    
         365          12          31        2021 rtu002          ru      ru          153 tot   1.000000       4177.139      4.3248791E-02  0.3624452      0.1481453       1.887041       1.103935      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.6075348E-02  1.4801521E-03  1.5616814E-03  1.3600286E-02  1.2734327E-02  0.0000000E+00   2.182695    
         365          12          31        2021 rtu002          ru      aqu           1 rhg   1.000000       2985.136      0.0000000E+00  0.0000000E+00  0.0000000E+00   59.10223      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.121639    
         365          12          31        2021 rtu004          ru      ru          269 tot   1.000000       2733.909      3.7139372E-03  3.8343009E-02  1.4111198E-02   13.27826      1.5102963E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7689710E-03  5.4106890E-04  5.6902616E-04  2.7838496E-03  1.5446107E-03  0.0000000E+00   1046.052    
         365          12          31        2021 rtu004          ru      aqu           1 rhg   1.000000       3559.794      0.0000000E+00  0.0000000E+00  0.0000000E+00   16.70646      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5247684E-02
         365          12          31        2021 rtu005          ru      ru          251 tot   1.000000       214.2268      9.8803442E-04  1.2236536E-02  4.5247236E-03  0.9063196      6.5396605E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.5645337E-04  3.6300434E-04  3.7196383E-04  1.0816409E-03  6.8455870E-04  0.0000000E+00   842288.7    
         365          12          31        2021 rtu005          ru      aqu           1 rhg   1.000000       9158.884      0.0000000E+00  0.0000000E+00  0.0000000E+00   44.06610      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5144599E-02
         365          12          31        2021 rtu006          ru      ru          254 tot   1.000000       485.9377      5.1389140E-04  5.4671052E-03  2.0136219E-03   1.865932      3.1951915E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.7812556E-04  3.0297585E-04  3.0695854E-04  6.2290730E-04  4.4611629E-04  0.0000000E+00   44277.25    
